Record_ID,Complaint_ID,Date_Received,Received_Year,Product_Name,Product,Issue,Company,State_Name,Portals,Company_Response_to_Consumer,Timely_Response
195,465522,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",LCS Financial Corporation,CA,Referral,Closed with explanation,Yes
196,465556,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Referral,Closed with explanation,Yes
197,465562,7/24/2013,2013,Bank account or service,Savings account,"Account opening, closing, or management",Bank of the West,CA,Referral,Closed with monetary relief,Yes
198,465563,7/24/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,TX,Web,Closed with monetary relief,Yes
199,465600,7/24/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,NY,Web,Closed with explanation,Yes
200,465616,7/24/2013,2013,Consumer Loan,Vehicle loan,Managing the loan or lease,Capital One,NY,Phone,Closed with explanation,Yes
201,465649,7/24/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,Bank of America,NC,Web,Closed with explanation,Yes
202,465735,7/24/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,NC,Web,Closed with explanation,Yes
203,465740,7/24/2013,2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,U.S. Bancorp,IL,Web,Closed with non-monetary relief,Yes
204,465746,7/24/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,Bank of America,MO,Web,Closed with monetary relief,Yes
205,465756,7/24/2013,2013,Credit card,Not Specified,Unsolicited issuance of credit card,Amex,TN,Web,Closed with explanation,Yes
206,465790,7/24/2013,2013,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,MO,Web,Closed with explanation,Yes
207,465793,7/24/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,TX,Web,Closed with explanation,Yes
208,465808,7/24/2013,2013,Debt collection,Auto,Improper contact or sharing of info,Santander Consumer USA Holdings Inc,VA,Web,Closed with explanation,Yes
209,465831,7/24/2013,2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,U.S. Bancorp,CO,Web,Closed with explanation,Yes
210,465832,7/24/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,NJ,Referral,Closed with explanation,Yes
211,465834,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Referral,Closed with explanation,Yes
212,465843,7/24/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Bank of America,CA,Referral,Closed with explanation,Yes
213,465849,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,CA,Referral,Closed with explanation,Yes
214,465857,7/24/2013,2013,Credit card,Not Specified,Billing disputes,Wells Fargo & Company,OH,Referral,Closed with monetary relief,Yes
215,465859,7/24/2013,2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",Citibank,NY,Referral,Closed with monetary relief,Yes
216,465862,7/24/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",The Huntington National Bank,OH,Referral,Closed with explanation,Yes
217,465868,7/24/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",Union Bank,CA,Referral,Closed with explanation,Yes
218,465895,7/24/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",IL,Web,Closed with non-monetary relief,Yes
219,465980,7/24/2013,2013,Bank account or service,Checking account,Problems caused by my funds being low,TD Bank US Holding Company,CT,Referral,Closed with monetary relief,Yes
220,466063,7/24/2013,2013,Credit card,Not Specified,Unsolicited issuance of credit card,Wells Fargo & Company,WA,Referral,Closed with explanation,Yes
221,466089,7/24/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Ocwen,PA,Referral,Closed with explanation,Yes
222,466121,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,FL,Referral,Closed with explanation,Yes
223,466291,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,CA,Referral,Closed with explanation,Yes
224,466674,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,AZ,Referral,Closed with explanation,Yes
225,469486,7/24/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,NY,Web,Closed with explanation,Yes
226,471477,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,CA,Referral,Closed with explanation,Yes
227,475196,7/24/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Synchrony Financial,NJ,Phone,Closed with explanation,Yes
228,475395,7/24/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",PNC Bank N.A.,PA,Referral,Closed with monetary relief,Yes
229,475460,7/24/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,CA,Referral,Closed with explanation,Yes
230,475499,7/24/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",CIT Bank National Association,FL,Web,Closed with non-monetary relief,Yes
231,475638,7/24/2013,2013,Credit card,Not Specified,Other,Amex,FL,Postal mail,Closed with monetary relief,Yes
232,475990,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure","Citizens Financial Group, Inc.",NY,Referral,Closed with non-monetary relief,Yes
233,476088,7/24/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Referral,Closed with explanation,Yes
234,479311,7/24/2013,2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",JPMorgan Chase & Co.,NY,Web,Closed with explanation,Yes
235,479452,7/24/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,WA,Referral,Closed with explanation,Yes
236,479979,7/24/2013,2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",Wells Fargo & Company,IL,Phone,Closed with explanation,Yes
237,480358,7/24/2013,2013,Debt collection,Mortgage,Communication tactics,Ditech Financial LLC,SC,Web,Closed with explanation,Yes
238,480748,7/24/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Citibank,NY,Postal mail,Closed with non-monetary relief,Yes
239,480768,7/24/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,MN,Web,Closed with monetary relief,Yes
240,454561,7/25/2013,2013,Mortgage,Reverse mortgage,"Application, originator, mortgage broker","Liberty Home Equity Solutions, Inc",AZ,Postal mail,Closed with explanation,Yes
241,456887,7/25/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,The Minacs Group (USA) Inc.,WY,Web,Closed with explanation,Yes
242,461838,7/25/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,CA,Referral,Closed with explanation,Yes
243,462190,7/25/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Referral,Closed with explanation,Yes
244,462599,7/25/2013,2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",Ocwen,FL,Referral,Closed with explanation,Yes
245,463183,7/25/2013,2013,Credit card,Not Specified,Billing disputes,Synchrony Financial,TX,Web,Closed with monetary relief,Yes
246,463781,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,CA,Web,Closed with explanation,Yes
247,465059,7/25/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,NY,Web,Closed with explanation,Yes
248,465918,7/25/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",Bank of America,CA,Web,Closed with explanation,Yes
249,465921,7/25/2013,2013,Debt collection,Auto,Improper contact or sharing of info,"Westlake Services, LLC",TN,Web,Closed with explanation,Yes
250,465934,7/25/2013,2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",CIT Bank National Association,GA,Web,Closed with explanation,Yes
251,465935,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,IL,Web,Closed with explanation,Yes
252,465943,7/25/2013,2013,Student loan,Non-federal student loan,Repaying your loan,Sallie Mae,MD,Web,Closed with non-monetary relief,Yes
253,465944,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,RI,Web,Closed with explanation,Yes
254,465952,7/25/2013,2013,Student loan,Non-federal student loan,Problems when you are unable to pay,"Navient Solutions, Inc.",AR,Web,Closed with explanation,Yes
255,465957,7/25/2013,2013,Credit card,Not Specified,Other,Citibank,AL,Web,Closed with explanation,Yes
256,465962,7/25/2013,2013,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,Bank of America,MA,Web,Closed with explanation,Yes
257,465970,7/25/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,FL,Web,Closed with non-monetary relief,Yes
258,465975,7/25/2013,2013,Debt collection,Credit card,Communication tactics,"Cavalry Investments, LLC",MO,Web,Closed with non-monetary relief,Yes
259,465991,7/25/2013,2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",PHH Mortgage,MN,Web,Closed with explanation,Yes
260,466016,7/25/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Citibank,OH,Postal mail,Closed with non-monetary relief,Yes
261,466061,7/25/2013,2013,Credit card,Not Specified,Unsolicited issuance of credit card,Bank of America,PA,Web,Closed with explanation,Yes
262,466091,7/25/2013,2013,Credit card,Not Specified,Payoff process,Amex,DC,Web,Closed with explanation,Yes
263,466135,7/25/2013,2013,Debt collection,I do not know,Communication tactics,"Platinum Holdings Group, LLC",FL,Web,Closed,Yes
264,466159,7/25/2013,2013,Credit reporting,Not Specified,Unable to get credit report/credit score,Experian,NY,Web,Closed with monetary relief,Yes
265,466175,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",CIT Bank National Association,MO,Web,Closed with explanation,Yes
266,466202,7/25/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,NY,Fax,Closed with monetary relief,Yes
267,466203,7/25/2013,2013,Credit reporting,Not Specified,Improper use of my credit report,Equifax,NC,Web,Closed with explanation,Yes
268,466232,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Citibank,CA,Web,Closed with explanation,Yes
269,466237,7/25/2013,2013,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,CA,Web,Closed with monetary relief,Yes
270,466251,7/25/2013,2013,Credit card,Not Specified,Credit line increase/decrease,Citibank,KS,Postal mail,Closed with non-monetary relief,Yes
271,466298,7/25/2013,2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,"Southwest Credit Systems, L.P.",TX,Phone,Closed with explanation,Yes
272,466301,7/25/2013,2013,Bank account or service,Checking account,Problems caused by my funds being low,BB&T Financial,VA,Web,Closed with explanation,Yes
273,466307,7/25/2013,2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Encore Capital Group,WI,Postal mail,Closed with explanation,Yes
274,466351,7/25/2013,2013,Credit card,Not Specified,Billing disputes,JPMorgan Chase & Co.,WI,Postal mail,Closed with non-monetary relief,Yes
275,466354,7/25/2013,2013,Mortgage,Other mortgage,"Application, originator, mortgage broker","Citizens Financial Group, Inc.",OH,Web,Closed with explanation,Yes
276,466380,7/25/2013,2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Bank of America,CA,Referral,Closed with explanation,Yes
277,466381,7/25/2013,2013,Bank account or service,Checking account,Deposits and withdrawals,U.S. Bancorp,OH,Referral,Closed with monetary relief,Yes
278,466384,7/25/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Specialized Loan Servicing LLC,MN,Referral,Closed with explanation,Yes
279,466390,7/25/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Flagstar Bank,FL,Referral,Closed with explanation,Yes
280,466395,7/25/2013,2013,Mortgage,Other mortgage,"Application, originator, mortgage broker","Select Portfolio Servicing, Inc",CT,Referral,Closed with explanation,Yes
281,466398,7/25/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,CA,Referral,Closed with explanation,Yes
282,466403,7/25/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",U.S. Bancorp,CA,Phone,Closed with explanation,Yes
283,466414,7/25/2013,2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,CT,Referral,Closed with explanation,Yes
284,466431,7/25/2013,2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,VA,Web,Closed with explanation,Yes
285,466438,7/25/2013,2013,Credit reporting,Not Specified,Incorrect information on credit report,Experian,LA,Web,Closed with non-monetary relief,Yes
286,466493,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ocwen,CA,Web,Closed with explanation,Yes
287,466513,7/25/2013,2013,Debt collection,I do not know,Communication tactics,ConServe,RI,Phone,Closed with explanation,Yes
288,466528,7/25/2013,2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,W.J. Bradley Mortgage,AZ,Web,Closed with monetary relief,Yes
289,466561,7/25/2013,2013,Debt collection,Credit card,Taking/threatening an illegal action,Zwicker & Associates,FL,Web,Closed with non-monetary relief,Yes
290,466626,7/25/2013,2013,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,Real Time Resolutions,CA,Web,Closed with explanation,Yes
291,466634,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,IN,Web,Closed with explanation,Yes
292,466684,7/25/2013,2013,Consumer Loan,Installment loan,Shopping for a loan or lease,Wells Fargo & Company,FL,Postal mail,Closed with explanation,Yes
293,466686,7/25/2013,2013,Consumer Loan,Installment loan,Shopping for a loan or lease,"SunTrust Banks, Inc.",FL,Postal mail,Closed with explanation,Yes
294,466723,7/25/2013,2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,MA,Web,Closed with explanation,Yes
